date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-derive_v2_protocol,forecasted_TVL_opchain-derive_v2_protocol
2024-09-01 00:00:00,0.29867226581700684,0.46002359762814,0.03884135377660586,0.0,0.0,0.0,53780404.613955416,53236485.399878584
2024-09-02 00:00:00,0.3665721575654978,0.34417423952439735,0.0412074124504102,0.0,0.0,0.0,52199285.44243905,53924366.75811989
2024-09-03 00:00:00,0.24426457809797716,0.1079658861183486,0.03248779146758725,0.0,0.0,0.0,50700130.56538233,53723975.42535376
2024-09-04 00:00:00,0.2427291447151147,0.29778125521153465,0.0,9.326871734431593e-07,0.0,0.0,48365640.588450104,63037719.5963591
2024-09-05 00:00:00,0.3166485611805776,0.35952661048387646,0.0,9.252665753245061e-07,0.0,0.0,54362492.40673028,57176512.64332753
2024-09-06 00:00:00,0.23136738238751045,0.40560262832946153,0.0,4.0930067323886975e-07,0.0,0.0,46924819.10956817,54567287.2398303
2024-09-07 00:00:00,0.39691263207422617,0.1394340917088788,0.04251612836959991,6.63511765423307e-06,0.0,0.0,50675898.40341353,63050012.50473657
2024-09-08 00:00:00,0.30335923892098793,0.15726116558761385,0.036311362603048083,8.441633304686598e-06,0.0,0.0,44050648.07476356,57495804.635214165
2024-09-09 00:00:00,0.3629142628461787,0.2599586006291681,0.05261590155618887,6.812452793569956e-06,0.0,0.0,46307701.80613413,54471285.014554806
2024-09-10 00:00:00,0.4126284023632826,0.23277397849249468,0.9315800212015779,0.0,0.0,0.0,44396680.253680326,56434036.26333526
2024-09-11 00:00:00,0.2434568822626717,0.2671413105223567,0.5939500233045792,0.0,0.0,0.0,46193400.07176578,57020966.2474034
2024-09-12 00:00:00,0.36956916255879313,0.379991521887624,0.523135680847724,0.0,0.0,0.0,41293646.32525613,57681208.05512563
2024-09-13 00:00:00,0.17898674028762146,0.26652479693035713,0.737358658780495,0.0,0.0,0.0,40628080.77092741,59357440.338911526
2024-09-14 00:00:00,0.22153221384190971,0.27502525827517993,0.6372324622575468,0.0,0.0,0.0,37389830.423372984,55174933.13317615
2024-09-15 00:00:00,0.15759002370342404,0.24603829998866977,0.5791923366785904,0.0,0.0,0.0,40753652.52810264,56096328.7857089
2024-09-16 00:00:00,0.35765260275697147,0.33965830387877993,0.22958609812709155,9.242977004593044e-06,0.0,0.0,36322639.95604176,60194917.761858575
2024-09-17 00:00:00,0.08866713057163884,0.2229401696690252,0.22331011890273775,1.0836096596213078e-05,0.0,0.0,37886331.497497484,53159323.312868536
2024-09-18 00:00:00,0.30889908115207787,0.3071846618321205,0.23363876933648442,1.3561886995138623e-05,0.0,0.0,39986134.83280794,56299406.14397399
2024-09-19 00:00:00,0.23917189599232194,0.23556663500509692,0.048427748039386084,1.3755562602645843e-05,0.0,0.0,37737109.34990883,56565751.14111384
2024-09-20 00:00:00,0.303704811631197,0.11578318694189248,0.06363159562228972,2.0615056877866534e-05,0.0,0.0,37790132.028310224,55276099.93150606
2024-09-21 00:00:00,0.31821501060769125,0.2125554732383369,0.08348956893771575,1.2890395402443902e-05,0.0,0.0,39610881.362694815,51949307.90527426
2024-09-22 00:00:00,0.33868775161504017,0.20891044522364857,0.021292084293634477,5.314813467975755e-06,0.0,0.0,36526274.04807793,54078317.86422192
2024-09-23 00:00:00,0.37820159217028887,0.15388364193969664,0.023240830007925015,6.760403211887532e-06,0.0,0.0,40471636.227914564,57901336.999934375
2024-09-24 00:00:00,0.5339835842277317,0.42118089636095846,0.03787277785453759,6.23881417486103e-06,0.0,0.0,39354213.33718475,51582126.3692619
2024-09-25 00:00:00,0.3821007333923531,0.48481839553733674,0.030862044629507587,0.0,0.0,0.0,38498680.00982673,62706521.43950262
2024-09-26 00:00:00,0.30796084162439374,0.3152654174067556,0.055363007249143184,0.0,0.0,0.0,38563439.52004329,57324521.89540366
2024-09-27 00:00:00,0.1307571251231901,0.3156819001962391,0.06314729388181294,0.0,0.0,0.0,44963829.45596752,53235494.659159124
2024-09-28 00:00:00,0.3191588146176164,0.1090318272068392,0.07315499532202614,-1.6124028179985618e-06,0.0,0.0,42537599.34955641,60721883.650008634
2024-09-29 00:00:00,0.20493505277139984,0.32027651870477597,0.07857434939267499,-2.1592964632772197e-06,0.0,0.0,46464999.1253144,57629590.50793839
2024-09-30 00:00:00,0.33952597350721636,0.38993981833183344,0.07037691570528283,-2.9036562021686608e-06,0.0,0.0,43461025.59683873,60820275.06653728
2024-10-01 00:00:00,0.23780827960013698,0.29277726179458075,0.10860557894568178,1.3185538554346403e-05,0.0,0.0,46991614.84560341,56680286.58015277
2024-10-02 00:00:00,0.337866902389214,0.26347618711401827,0.15016591748261612,1.4470895186435511e-05,0.0,0.0,44514089.91368522,54766193.185919635
2024-10-03 00:00:00,0.35387613349665437,0.3715433142135221,0.07762959368269225,1.2860574599088991e-05,0.0,0.0,47212435.944636434,58094123.87275677
2024-10-04 00:00:00,0.2626940668334938,0.3275126842531417,0.07874043883075565,4.553740380135976e-06,0.0,0.0,47503787.78450175,59149358.29708862
2024-10-05 00:00:00,0.33061596311230945,0.38217359338876267,0.044568562895505516,1.4192389440282523e-05,0.0,0.0,47518689.73628277,54630356.355938375
2024-10-06 00:00:00,0.2080690683089098,0.42686559888425124,0.0649587321371037,7.878261125069982e-06,0.0,0.0,50118974.927165315,60245745.113659404
2024-10-07 00:00:00,0.2905956693367013,0.28759197398694886,0.09009935551319324,2.199331840669117e-06,0.0,0.0,46160678.55994632,58196324.503856465
2024-10-08 00:00:00,0.12445811718177933,0.23643997669599753,0.07453407222705899,1.839048043726934e-06,0.0,0.0,53066654.90720883,59380771.97486302
2024-10-09 00:00:00,0.17437160328435453,0.2028414091765716,0.10073406080474721,1.4582858597025136e-06,0.0,0.0,57167854.25180142,56418852.05222953
2024-10-10 00:00:00,0.32058928815531273,0.1404806991415148,0.21188138613448734,6.4622332273809455e-06,0.0,0.0,57795647.70594955,52544756.670539826
2024-10-11 00:00:00,0.35428436257809987,0.30165216329905303,0.16739613119759478,8.104505460881144e-06,0.0,0.0,58502908.183320664,56468921.633326165
2024-10-12 00:00:00,0.4332884339415465,0.20905304287783907,0.04528833832373931,6.765965258861543e-06,0.0,0.0,56115613.61265088,53652204.36031831
2024-10-13 00:00:00,0.5258829467814617,0.34049277516815196,0.10273408245582198,3.220877950577598e-06,0.0,0.0,64956066.94486225,51566341.754883714
2024-10-14 00:00:00,0.29406018958139446,0.3164147633393247,0.1240169865365066,2.542203929202884e-06,0.0,0.0,59435593.654007316,58007944.33408328
2024-10-15 00:00:00,0.15534575784980906,0.30760216136678575,0.11231968795703186,2.3244386398814316e-06,0.0,0.0,60579522.68283373,52378598.13592553
2024-10-16 00:00:00,0.2538282662948201,0.16617684448359743,0.14778470771827693,5.523565460285457e-06,0.0,0.0,61596203.02649972,53855600.04017073
2024-10-17 00:00:00,0.3495265026148043,0.17023225174012518,0.12377994151025945,5.133621384937351e-06,0.0,0.0,63207770.8663225,56135114.90903386
2024-10-18 00:00:00,0.1861466342152309,0.25070119333842644,0.06614132760811568,6.167913843178053e-06,0.0,0.0,68667205.88108917,53697450.67831251
2024-10-19 00:00:00,0.29338915029138796,0.183052761228226,0.18284055229901408,3.96459447072721e-06,0.0,0.0,70961222.68031032,54725763.1858054
2024-10-20 00:00:00,0.31868827506604885,0.39205353417754685,0.10521734165117592,3.0413671931550618e-06,0.0,0.0,67554046.47950266,52973150.02095305
2024-10-21 00:00:00,0.2705280977069344,0.3710277399367394,0.10939890095030641,2.4004918391467386e-06,0.0,0.0,72384512.36221236,57447626.39585485
2024-10-22 00:00:00,0.4968288817524239,0.32234359981915317,0.45201417124206905,4.510397816901289e-06,0.0,0.0,75759823.80689284,58950496.076969124
2024-10-23 00:00:00,0.37458700286997637,0.13576033260396594,0.06806508088805732,6.710246769299563e-06,0.0,0.0,70847593.14489727,59488985.316427775
2024-10-24 00:00:00,0.47514600943698354,0.26157177076830546,0.05641705096218572,6.992749746944857e-06,0.0,0.0,69834986.16581672,54308118.83294142
2024-10-25 00:00:00,0.24795422774501358,0.5446993911609296,0.08717976906781898,3.8027514887794054e-06,0.0,0.0,73740284.01132219,58331074.92935052
2024-10-26 00:00:00,0.20127245423583198,0.23771877656433868,0.0891377430997853,1.223644135157867e-06,0.0,0.0,67340731.39171973,57146349.96538621
2024-10-27 00:00:00,0.3532047470387236,0.20768112510484973,0.08871358543527932,3.7922577157238394e-07,0.0,0.0,64160058.17627085,52788822.112293266
2024-10-28 00:00:00,0.37529753097145774,0.3057086617137671,0.08659800107887781,6.345754854696019e-06,0.0,0.0,62527601.56863522,59047384.57722126
2024-10-29 00:00:00,0.41988935398476146,0.2566480092025097,0.10520405033406773,1.0042453342191567e-05,0.0,0.0,60049377.79331261,58862700.43717575
2024-10-30 00:00:00,0.4386586917042973,0.2903502661435607,0.10612157874921059,5.500492323319173e-06,0.0,0.0,59091890.503855735,48949197.63015597
2024-10-31 00:00:00,0.28842604752812523,0.6174671521553486,0.08948543877312722,3.582031157197037e-06,0.0,0.0,54831802.59232933,53139774.72506055
2024-11-01 00:00:00,0.285370439509625,0.29845846555306504,0.0779393051521725,5.688728060168562e-06,0.0,0.0,59709202.01330586,53196619.4835121
2024-11-02 00:00:00,0.23293269599797287,0.2669346338196265,0.08204151489655685,5.014407001121726e-06,0.0,0.0,54889237.101840466,57370311.114106216
2024-11-03 00:00:00,0.24308509766171923,0.23143606484969434,0.07122567524491356,1.6147824298043184e-06,0.0,0.0,54328837.58062543,56492817.993118264
2024-11-04 00:00:00,0.2408145632518914,0.24114784510390908,0.10578570890166981,3.306000501165663e-07,0.0,0.0,52592507.78085165,58717142.06203292
2024-11-05 00:00:00,0.21616514086752575,0.2142574896059058,0.08975215080748433,8.066401794036997e-08,0.0,0.0,59579211.43810329,56526340.16609631
2024-11-06 00:00:00,0.21695652881387983,0.28075720305022517,0.09052517366495925,4.96875342129507e-06,0.0,0.0,54156578.901418045,56745112.24009053
2024-11-07 00:00:00,0.3410065060610652,0.34351530847095413,0.10722393626165146,6.964297072968434e-06,0.0,0.0,57457584.2657768,54245856.49852773
2024-11-08 00:00:00,0.31358086701906984,0.30654062751884703,0.07226341470368369,4.580610156490653e-06,0.0,0.0,56248845.9057703,61891904.47026162
2024-11-09 00:00:00,0.36188414875261943,0.1443329151309602,0.07265619235177169,4.395687639786745e-06,0.0,0.0,59293966.513399504,61443089.03120678
2024-11-10 00:00:00,0.15710234923050242,0.16987431571625222,0.10974616367025633,3.3243777911053314e-06,0.0,0.0,53274971.7410449,53535292.411763705
2024-11-11 00:00:00,0.5793277933476807,0.32819208462834526,0.07427479940618278,4.7889306369658325e-06,0.0,0.0,57545820.26308859,55538780.17148786
2024-11-12 00:00:00,0.23482648303894849,0.17776562047626648,0.05889025480178087,5.4566271409922925e-06,0.0,0.0,52707483.13902546,54823322.359547116
2024-11-13 00:00:00,0.1261211900974532,0.41704206440137526,0.044779494539823855,4.694485624906252e-06,0.0,0.0,53512711.672063574,53870596.62660509
2024-11-14 00:00:00,0.27735186608948625,0.23715397567179797,0.08622755578585786,5.9366477680189715e-06,0.0,0.0,53368223.61339101,54852589.843517184
2024-11-15 00:00:00,0.47433398964976475,0.38565852418273483,0.06953653262085892,6.2956264382635195e-06,0.0,0.0,53660250.95097078,57661637.692294456
2024-11-16 00:00:00,0.3786557239834749,0.24943310629854534,0.06707137820805308,6.769011877454708e-06,0.0,0.0,51015746.81511245,57157159.86224945
2024-11-17 00:00:00,0.29016917961402205,0.38933586622106137,0.08481711284669238,5.310100186169523e-06,0.0,0.0,51737720.53081454,53176633.46945839
2024-11-18 00:00:00,0.2787652006986616,0.3098650740087725,0.09794469793994899,9.264242018237505e-06,0.0,0.0,52714807.981255166,54262147.405796304
2024-11-19 00:00:00,0.371588453503752,0.4142904712396592,0.06191714125926991,4.549815076192942e-06,0.0,0.0,50831379.99786953,59340052.34674331
2024-11-20 00:00:00,0.29888739580784496,0.5755139504654193,0.10425315421310506,6.752153121851191e-06,0.0,0.0,51482084.89604704,58578344.03174623
2024-11-21 00:00:00,0.21215376244633913,0.30896436912884867,0.08926358469807257,7.097227623052514e-06,0.0,0.0,52796531.54028114,53978435.35262902
2024-11-22 00:00:00,0.4483965307100487,0.30701314583800127,0.05221959532035976,1.0124362706892546e-05,0.0,0.0,50986583.71357783,56506098.48517807
2024-11-23 00:00:00,0.35782238168916275,0.3638725531591069,0.07803648684035938,1.2506753819599763e-05,0.0,0.0,50673810.86469092,57891859.16217997
2024-11-24 00:00:00,0.5919413287770658,0.3157774707866097,0.042062460852193354,3.597066176700152e-06,0.0,0.0,57507271.26907645,50158774.11873178
2024-11-25 00:00:00,0.2380160153591397,0.24759606552103552,0.047934399712316056,1.7365929541413587e-06,0.0,0.0,50711111.19891923,55736805.00203775
2024-11-26 00:00:00,0.41333686088561317,0.22385893686694672,0.03950154552917445,7.084294537819275e-07,0.0,0.0,55023382.79674639,57212273.324655235
2024-11-27 00:00:00,0.3094737212218223,0.3275111461161895,0.11627769503286356,8.062675649921633e-06,0.0,0.0,51007283.51317682,54658645.48689899
2024-11-28 00:00:00,0.13597183053520337,0.265604621259923,0.11093807985672514,2.099122006081551e-06,0.0,0.0,55602173.496935986,53346801.04298352
2024-11-29 00:00:00,0.166967860888466,0.3528489408386696,0.1652371858086063,3.156404941101597e-06,0.0,0.0,55350223.407802805,55458250.995471366
2024-11-30 00:00:00,0.2366634143062688,0.3810512761745126,0.021074380420308823,-3.6587481721569375e-08,0.0,0.0,50746252.57286236,54621529.40531298
2024-12-01 00:00:00,0.3150402537179996,0.2867012454133895,0.028830200863441895,-4.4323579426826236e-07,0.0,0.0,59141005.527142726,52057294.45601994
2024-12-02 00:00:00,0.35884412742089805,0.18550815976191876,0.0629489476410407,-5.526343640969222e-07,0.0,0.0,54817280.361237995,56599253.29586696
2024-12-03 00:00:00,0.26739718391417006,0.32457157745907006,0.03490916536613165,3.295711176201955e-06,0.0,0.0,57172666.40353965,57187884.95636494
2024-12-04 00:00:00,0.24897738078817874,0.3294067740649609,0.08733490491854227,7.778788536297685e-06,0.0,0.0,56253292.6007658,54924729.54364297
2024-12-05 00:00:00,0.2725934028919726,0.23914741977429596,0.0794621929078557,5.6553451078572474e-06,0.0,0.0,56259109.60941346,57105417.42866378
2024-12-06 00:00:00,0.19987139100823437,0.1007320038395823,0.11409871166011866,1.94416612523886e-06,0.0,0.0,59412012.65324477,58066963.811435156
2024-12-07 00:00:00,0.3276485836139291,0.07822727229312369,0.11873576238122778,1.4396256755549254e-06,0.0,0.0,52934253.38593386,53137773.0834816
2024-12-08 00:00:00,0.24819480175355077,0.0967918929311483,0.13509298820197763,8.894549315344012e-07,0.0,0.0,56991725.30229619,50973645.288751334
2024-12-09 00:00:00,0.32195443956402403,0.25941388912962715,0.06007450162579281,5.3022551799339396e-06,0.0,0.0,55109997.40957789,57067768.85840611
2024-12-10 00:00:00,0.24406261830431009,0.20806522506964556,0.06025084656547794,4.810566282512052e-06,0.0,0.0,55015331.958837055,54638477.509973645
2024-12-11 00:00:00,0.4406042981242392,0.25333316813337114,0.11938663729396587,5.899659470297822e-06,0.0,0.0,49547533.2241804,57535031.30558192
2024-12-12 00:00:00,0.2930545406855477,0.09934600479236427,0.0667141598193623,6.742005633030477e-06,0.0,0.0,50751284.450082034,54314023.31313542
2024-12-13 00:00:00,0.322236016551227,0.14817011211831088,0.1368103354441619,5.167326563195199e-06,0.0,0.0,46484576.15752822,51825473.73443218
2024-12-14 00:00:00,0.16231945579165857,0.11080727566194808,0.1212042786549275,6.977931481945036e-06,0.0,0.0,48828510.5767025,52935227.115700476
2024-12-15 00:00:00,0.23648497957352577,0.3606242165503691,0.09057127945116626,6.1941563751256435e-06,0.0,0.0,46916974.91686704,55882982.80474738
2024-12-16 00:00:00,0.25041058831977203,0.29704103294205786,0.09726059984227396,4.177693726519449e-06,0.0,0.0,44105182.66723702,51156666.17410699
2024-12-17 00:00:00,0.24163637304331081,0.18030449798844295,0.1468655769170526,2.545121785896838e-06,0.0,0.0,44667432.7054898,54169437.55287951
2024-12-18 00:00:00,0.4110031275780471,0.222624263384254,0.07563054734821749,5.022204767740503e-06,0.0,0.0,38992292.196824275,56319929.58808319
2024-12-19 00:00:00,0.307319285714431,0.13337517255139844,0.0902109400154326,4.714395419163805e-06,0.0,0.0,43902200.79142083,54270108.91168828
2024-12-20 00:00:00,0.34089714672732335,0.2423616602890629,0.1238521225257177,7.384472084690655e-06,0.0,0.0,40844561.713478945,50591206.468929075
2024-12-21 00:00:00,0.3494564685848333,0.3222545505681049,0.09538782295428638,5.765410534447272e-06,0.0,0.0,40741594.368473545,55197201.27471591
2024-12-22 00:00:00,0.24523021441411555,0.14824101490911987,0.11791445088792477,6.926851803525001e-06,0.0,0.0,43004242.33892569,57105997.29551929
2024-12-23 00:00:00,0.4309315642908651,0.2368792567080814,0.14957989478962594,2.4834974229356586e-06,0.0,0.0,42532149.67648964,55882025.386136845
2024-12-24 00:00:00,0.4587703347365348,0.3709631966458747,0.08197356211519956,6.004999631710213e-06,0.0,0.0,44354988.29822504,53943334.86735176
2024-12-25 00:00:00,0.3222382114083539,0.19112131655533396,0.08187956021675716,4.995432779295739e-06,0.0,0.0,45535276.169098176,53108284.67538504
2024-12-25 22:56:49,0.25312522075273247,0.3017764425942122,0.08860223746287467,5.443665497615177e-06,0.0,0.0,,
2024-12-26 00:00:00,0.25834214480385453,0.18384724176496034,0.049190032591735766,6.462741686356951e-06,0.0,0.0,45881861.9117421,56860237.3966882
2024-12-27 00:00:00,0.1662108688737148,0.1376564722696167,0.09481806058323584,6.770999861969648e-06,0.0,0.0,49340075.144925006,59125747.58371586
2024-12-28 00:00:00,0.23327929848193385,0.2530477412375273,0.10021572078178018,7.873902660494257e-06,0.0,0.0,46157054.3134155,54912041.04415982
2024-12-29 00:00:00,0.2507152937996733,0.27670550401647065,0.11289525659720741,4.464349939675788e-06,0.0,0.0,46837015.340214394,54455963.75823978
2024-12-30 00:00:00,0.20135293835125828,0.34722063412499865,0.15085948060969984,3.4551707317072753e-06,0.0,0.0,44903572.86029566,53433283.70775399
2024-12-31 00:00:00,0.3621945676242197,0.1554656151085304,0.07957247708665935,4.3050841234271255e-06,0.0,0.0,43105655.07478462,56620109.68018531
2025-01-01 00:00:00,0.3042794681236858,0.23375645254856453,0.10763847964620259,6.203381904027963e-06,0.0,0.0,48391087.95121504,49997993.58172796
2025-01-02 00:00:00,0.4850660983100156,0.2789976218392769,0.08283840071113638,8.66725601729058e-06,0.0,0.0,44511062.03778549,53353471.03916913
2025-01-03 00:00:00,0.4426465684304074,0.3117034658038517,0.11726421306009693,3.901054988159933e-06,0.0,0.0,47272204.535740055,54697892.69617363
2025-01-04 00:00:00,0.2670246752727599,0.3132487226820934,0.07738976061078348,6.111132816326686e-06,0.0,0.0,44584132.030222155,55224179.483573966
2025-01-05 00:00:00,0.1495822976919003,0.3433303584742063,0.09157671435695167,5.818352799326031e-06,0.0,0.0,50432318.79779478,58046437.49430205
2025-01-06 00:00:00,0.1405070010466066,0.33490216836241715,0.12587272130634133,5.458146416459039e-06,0.0,0.0,49329401.41894037,55288722.84407531
2025-01-07 00:00:00,0.4588436386405772,0.23249556034146407,0.11115133281395445,6.945083832748872e-06,0.0,0.0,45397335.940490946,57403464.087530725
2025-01-08 00:00:00,0.32823914917329655,0.24498122180023796,0.1551491741290002,6.67776313461952e-06,0.0,0.0,44672991.97699233,57172308.45328116
2025-01-09 00:00:00,0.17354967860835413,0.1495636951793493,0.26856248327204063,5.006859344540243e-06,0.0,0.0,45222821.17797547,58835764.45508309
2025-01-10 00:00:00,0.07088703520587987,0.2141729977208552,0.1310567857512837,5.894526568892638e-06,0.0,0.0,49867985.491057225,54390606.44992825
2025-01-11 00:00:00,0.07253307563561304,0.4150095652062706,0.09948293609025663,7.684300117059513e-06,0.0,0.0,46785321.594748564,53406995.396162815
2025-01-12 00:00:00,0.12441913714038465,0.17920689434081627,0.15195334713111597,5.33011217693916e-06,0.0,0.0,43447070.85629589,62035977.017470516
2025-01-13 00:00:00,0.3410431684258167,0.19976504745961146,0.16869372575234737,6.808614657590121e-06,0.0,0.0,42783777.02772741,57895276.27807269
2025-01-14 00:00:00,0.2154743994243108,0.32688954277051885,0.12953637280154373,6.238258262768983e-06,0.0,0.0,47586809.92206901,53792067.72485924
2025-01-15 00:00:00,0.3955230681715171,0.22472340392694307,0.10414243097072742,6.757864145871092e-06,0.0,0.0,43224540.65415849,50974480.788427666
2025-01-16 00:00:00,0.40680545594390155,0.1638267312136452,0.0873530590196502,7.62650488903261e-06,0.0,0.0,41313767.44275765,56637149.580871604
2025-01-17 00:00:00,0.2996883785479835,0.10421377207909713,0.08615436170617917,6.379331127980966e-06,0.0,0.0,37019123.139898464,58112572.805629976
2025-01-18 00:00:00,0.473041966129297,0.439890581062674,0.05927988401418546,4.308016548350654e-06,0.0,0.0,40083380.85483456,53494982.53199311
2025-01-19 00:00:00,0.4042291928572382,0.42680988010682425,0.10691693654259081,1.017960477947706e-05,0.0,0.0,39973319.05307426,55482904.089086264
2025-01-20 00:00:00,0.27713347976421426,0.40396043718186025,0.11625890838009488,8.018802666743388e-06,0.0,0.0,37909196.83347081,56672205.04796689
2025-01-21 00:00:00,0.2595093071862745,0.36762875914600296,0.11364511145714089,5.5824208345233165e-06,0.0,0.0,38526125.77507623,62550284.65983118
2025-01-22 00:00:00,0.2900322182058303,0.2543644632985594,0.015398093874372137,0.0,0.0,0.0,40412221.68217151,54732993.67027182
2025-01-23 00:00:00,0.26728252443653194,0.22063347344290898,0.03068656193929322,0.0,0.0,0.0,37712370.082420096,54643110.57719929
2025-01-24 00:00:00,0.36776506285422284,0.2705301656507715,0.04689410858235682,0.0,0.0,0.0,43053362.47664118,53991093.122762784
2025-01-25 00:00:00,0.43393344691820085,0.4092675388151146,0.052715820290598535,6.743945127120659e-06,0.0,0.0,40156288.60387857,52582259.902241975
2025-01-26 00:00:00,0.2992605451722029,0.24546831424170742,0.09383525408337075,5.313716805036626e-06,0.0,0.0,42854328.45502224,56379145.75562945
2025-01-26 03:34:59,0.40519192859652825,0.3024599119674748,0.0882973287104051,5.346311140398132e-06,0.0,0.0,,
2025-01-26 03:43:11,0.3668447254981587,0.33712337945052295,0.08046313280036703,9.71095051481787e-06,0.0,0.0,42848853.807344496,
2025-01-27 00:00:00,0.43739815560778805,0.3793662608697444,0.09193113911211434,5.905466577368765e-06,0.0,0.0,,
2025-01-28 00:00:00,0.17628160293469206,0.18732093700616576,0.05375729166507174,1.0551726897409223e-05,0.0,0.0,,
2025-01-29 00:00:00,0.2396768477477947,0.14836651141125443,0.025281467561414573,5.109206847716259e-06,0.0,0.0,,
2025-01-30 00:00:00,0.36582206436671516,0.3051369265841301,0.21290193091495394,7.80855669446602e-06,0.0,0.0,,
2025-01-31 00:00:00,0.24106001129134486,0.3424054159184126,0.04487507941079901,7.370020226876661e-06,0.0,0.0,,
2025-02-01 00:00:00,0.34669196852558504,0.31084530291383333,0.06769822059540925,6.147984321692615e-06,0.0,0.0,,
2025-02-02 00:00:00,0.25687087859189156,0.3971955937449782,0.048058987030405204,4.08078773204099e-06,0.0,0.0,,
2025-02-03 00:00:00,0.17851743095557918,0.253739954503639,0.0661237452524556,4.982369826813498e-06,0.0,0.0,,
2025-02-04 00:00:00,0.35489305548597494,0.3096888927812635,0.08138516615772576,5.646448580549035e-06,0.0,0.0,,
2025-02-05 00:00:00,0.23073697940824944,0.23990531810286908,0.026917822110706296,7.521793374994352e-06,0.0,0.0,,
2025-02-06 00:00:00,0.3588555478708748,0.25863871350451706,0.11518883721402706,4.520332257127266e-06,0.0,0.0,,
2025-02-07 00:00:00,0.3148960720420372,0.24090267724101602,0.06045114824839878,6.4347973753383466e-06,0.0,0.0,,
2025-02-08 00:00:00,0.3060495551719066,0.4668290995979504,0.15170310482764915,7.699898942555184e-06,0.0,0.0,,
2025-02-09 00:00:00,0.45335566902810126,0.27193825846572145,0.07322399433274351,5.892374815983751e-06,0.0,0.0,,
2025-02-10 00:00:00,0.2434678527209761,0.14396051246179947,0.07310865482632446,2.619558351173987e-06,0.0,0.0,,
2025-02-11 00:00:00,0.201649922171325,0.31982307211510425,0.10068451922070992,3.7183865875712187e-06,0.0,0.0,,
